Date,ACRI_scaled,ACRI_loss
2014-01-31,1.9768973841105916e+24,1.6334406753820074
2014-02-28,1.484068280573194e+24,1.2262333462609716
2014-03-31,1.5242298798615097e+24,1.2594174611235862
2014-04-30,1.673677199623713e+24,1.3829005173957412
2014-05-31,1.9678405879611017e+24,1.625957363735118
2014-06-30,1.58577993720475e+24,1.3102741055021083
2014-07-31,1.8852953593549765e+24,1.5577531488640397
2014-08-31,1.6917068948026954e+24,1.3977978194544105
2014-09-30,2.1163379690388705e+24,1.7486555191324242
2014-10-31,1.7947016536345424e+24,1.482898760848386
2014-11-30,2.2292077703512057e+24,1.84191586029515
2014-12-31,1.959780374928279e+24,1.619297493614454
2015-01-31,1.8041632577229592e+24,1.4907165510364864
2015-02-28,2.3895103621124655e+24,1.9743682454602016
2015-03-31,2.274443401765004e+24,1.8792924691782305
2015-04-30,1.706855377268664e+24,1.4103144769345135
2015-05-31,2.2607027930377544e+24,1.8679390881782871
2015-06-30,2.0026671987434204e+24,1.6547333655118266
2015-07-31,2.075760969181644e+24,1.7151281734115524
2015-08-31,2.086863412338873e+24,1.7243017311262303
2015-09-30,2.303784065184636e+24,1.9035356258830396
2015-10-31,2.0720619177369464e+24,1.712071777496082
2015-11-30,2.2208357508686247e+24,1.834998355487944
2015-12-31,2.1485802199857555e+24,1.7752961554071345
2016-01-31,1.6506091539863107e+24,1.3638402038212691
2016-02-29,2.0169988085071688e+24,1.6665750698511443
2016-03-31,1.9365495886627192e+24,1.6001027131912189
2016-04-30,2.481139318470673e+24,2.050078024612768
2016-05-31,2.2737591344285472e+24,1.8787270831803595
2016-06-30,2.1277713789209556e+24,1.758102542994067
2016-07-31,2.0837847413351588e+24,1.7217579337172169
2016-08-31,2.1787819176711696e+24,1.800250754397178
2016-09-30,1.936745055975679e+24,1.6002642209468882
2016-10-31,2.211451683090373e+24,1.8272446308218384
2016-11-30,1.855580711123496e+24,1.5332009816822283
2016-12-31,1.9041992787437777e+24,1.573372791594106
2017-01-31,2.441462737822494e+24,2.0172946635684776
2017-02-28,2.357082604188584e+24,1.9475743313045917
2017-03-31,2.3980904167149068e+24,1.9814576423592376
2017-04-30,2.1396685199722e+24,1.767932731586584
2017-05-31,2.206308135875223e+24,1.8229946989313404
2017-06-30,2.3025073290798068e+24,1.902480703810645
2017-07-31,1.9852791375442727e+24,1.6403662230101446
2017-08-31,2.1340288232469184e+24,1.763272848831952
2017-09-30,2.8207929660316137e+24,2.330721869825559
2017-10-31,2.7580126042298595e+24,2.2788486682085107
2017-11-30,2.4724618733127984e+24,2.042908157328206
2017-12-31,2.5447192868518206e+24,2.1026119129814815
2018-01-31,2.4074626876724376e+24,1.989201619727906
2018-02-28,2.474581995268913e+24,2.044659939422574
2018-03-31,1.4977103052407538e+24,1.237505270724862
2018-04-30,2.0217689551532648e+24,1.6705164740038825
2018-05-31,2.1700553450235424e+24,1.793040294798273
2018-06-30,2.2555766824873336e+24,1.863703563589676
2018-07-31,2.3414054934353035e+24,1.9346208868907844
2018-08-31,2.1074839521840664e+24,1.7413397568741515
2018-09-30,2.3852246606549749e+24,1.9708271213029864
2018-10-31,2.5931545364816354e+24,2.142632253694925
2018-11-30,1.9989598299527272e+24,1.6516700972663254
2018-12-31,1.612914675665422e+24,1.3326945841135744
2019-01-31,1.761389442093646e+24,1.4553740538225275
2019-02-28,2.128330998227873e+24,1.758564936715661
2019-03-31,2.162427771892288e+24,1.7867378997892134
2019-04-30,1.920049118641035e+24,1.586468956015468
2019-05-31,2.122058837170371e+24,1.7533824709608798
2019-06-30,1.801848507097841e+24,1.48880395412841
2019-07-31,1.980125734429501e+24,1.6361081475369477
2019-08-31,1.8769851896702744e+24,1.5508867483662587
2019-09-30,2.143340177416476e+24,1.7709664928044164
2019-10-31,2.2116757135811033e+24,1.827429739325206
2019-11-30,2.2961319562340957e+24,1.8972129577907395
2019-12-31,1.697647597907493e+24,1.402706413177959
2020-01-31,1.7679568992216133e+24,1.4608005123189942
2020-02-29,1.5763974960983097e+24,1.302521724897624
2020-03-31,1.7519128009310846e+24,1.447543839029719
2020-04-30,1.9931844216765743e+24,1.6468980808374352
2020-05-31,2.334315658061173e+24,1.9287628056494672
2020-06-30,2.0788458896001484e+24,1.7176771344918809
2020-07-31,1.9441277009319232e+24,1.6063642404321476
2020-08-31,2.1249815888361292e+24,1.755797437712954
2020-09-30,2.2739222916976215e+24,1.878861894284837
2020-10-31,2.6003749358181885e+24,2.148598215339481
2020-11-30,2.4063132921890325e+24,1.9882519147256208
2020-12-31,1.737154623875083e+24,1.435349677161976
2021-01-31,1.5794921999171468e+24,1.3050787696570427
2021-02-28,2.0738703988493017e+24,1.7135660617383115
2021-03-31,2.1348025712796385e+24,1.7639121695773283
2021-04-30,2.926123455878276e+24,2.4177527434846167
2021-05-31,2.387856138665119e+24,1.9730014188930844
2021-06-30,3.058407325772487e+24,2.527054245686441
2021-07-31,2.8550846350899793e+24,2.3590558680982485
2021-08-31,3.0556320625722717e+24,2.524761143458395
2021-09-30,2.652828043257215e+24,2.191938370437939
2021-10-31,2.890934922575143e+24,2.388677697877112
2021-11-30,2.514883190366351e+24,2.0779593973852237
2021-12-31,2.811513895300047e+24,2.323054900520773
2022-01-31,2.107156008465612e+24,1.7410687885308955
2022-02-28,2.677422301570843e+24,2.2122597397883292
2022-03-31,2.639879754369309e+24,2.1812396554130222
2022-04-30,2.423373082260567e+24,2.0023478183573915
2022-05-31,2.907918605314418e+24,2.4027107167009985
2022-06-30,2.786829792983832e+24,2.3026592962356593
2022-07-31,2.655633305530329e+24,2.1942562598432507
2022-08-31,2.669849496320026e+24,2.2060025975497624
2022-09-30,2.2987030311458213e+24,1.8993373464282184
2022-10-31,2.6386278014133256e+24,2.180205210783572
2022-11-30,2.83372130902239e+24,2.341404104258241
2022-12-31,2.6170745503063886e+24,2.1623965185733627
2023-01-31,2.035070900250985e+24,1.6815074026979837
2023-02-28,2.2693518713758295e+24,1.875085516958825
2023-03-31,1.7041651269770263e+24,1.408091617878379
2023-04-30,2.1630645079795945e+24,1.7872640123901251
2023-05-31,2.170090216074834e+24,1.7930691075196774
2023-06-30,2.40232032548846e+24,1.9849526669869249
2023-07-31,2.5863074510112995e+24,2.136974748148629
2023-08-31,2.463177409697745e+24,2.035236732073751
2023-09-30,2.0042369929163063e+24,1.6560304311433456
2023-10-31,2.682674630261976e+24,2.2165995539807755
2023-11-30,1.979571774480919e+24,1.6356504299438046
2023-12-31,1.594681022284743e+24,1.3176287585769508
2024-01-31,2.3968245218661703e+24,1.9804116780348864
2024-02-29,2.194061660155467e+24,1.812875867406998
2024-03-31,1.9588959063023376e+24,1.6185666883428582
2024-04-30,1.8332077287389155e+24,1.5147149743910506
2024-05-31,1.6163270560852712e+24,1.33551411385875
2024-06-30,2.136631412408939e+24,1.76542327658441
2024-07-31,2.2082854519420615e+24,1.8246284855495127
2024-08-31,2.106082888861937e+24,1.740182107601333
2024-09-30,1.994846979592701e+24,1.6482717938825366
2024-10-31,1.8025930513936696e+24,1.4894191448546483
2024-11-30,1.621553245307306e+24,1.3398323299286017
2024-12-05,1.621553245307306e+24,1.3398323299286017
